attack_id,date,year,month,hour,country,area,location,activity,fatal,attack_latitude,attack_longitude,noaa_latitude,noaa_longitude,sea_surface_temp,wind_speed,wave_height,wave_period,swell_height,swell_period,distance_km
136,2012-02-25,2012.0,2.0,16.0,AUSTRALIA,New South Wales,Broughton Island,Fishing,0.0,-32.61667,152.35,-33.3,151.8,25.0,12.9,1.0,5.0,,,91.68732343063628
144,2012-03-14,2012.0,3.0,16.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,22.3,1.5,,,,,75.2043515779445
290,2013-07-11,2013.0,7.0,15.0,USA,North Carolina,Holden Beach. Brunswick County,Wading,0.0,33.915334,-78.264155,33.91,-78.15,,8.7,1.0,4.0,,,10.5508597715305
428,2014-09-03,2014.0,9.0,18.0,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking,0.0,41.92677,-70.53892,41.58,-70.53,,2.1,,,,,38.56622424926327
469,2015-01-17,2015.0,1.0,13.0,AUSTRALIA,New South Wales,Off Blacksmith Beach,Fishing,0.0,-33.05159,151.66805,-33.3,152.1,25.0,7.2,,,,,48.77628787549588
496,2015-05-03,2015.0,5.0,15.0,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,0.0,-31.9973812,152.5709653,-32.2,152.7,24.3,5.1,2.0,6.0,,,25.599749020461882
540,2015-07-26,2015.0,7.0,10.0,USA,South Carolina,"Edisto Beach, Colleton County",Floating,,32.4824626,-80.3279385,32.56,-80.45,,2.1,,,,,14.328575383503825
811,2017-08-10,2017.0,8.0,13.0,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,0.0,32.127936,-80.7899915,32.04,-80.9,28.5,4.1,,,,,14.24872008709467
1,2008-06-26,2011.0,6.0,,USA,North Carolina,"North Topsail Beach, Onslow County",Playing in the surf,0.0,34.4710769,-77.4666599,34.5,-77.3,,6.0,,,,,15.610055441120753
242,2013-01-25,2013.0,1.0,,AUSTRALIA,Queensland,Noosa,Surfing,0.0,-26.364472458,152.894059898,-26.6,153.3,26.4,12.9,,,,,48.147995141362394
314,2013-09-02,2013.0,9.0,13.0,USA,Florida,"Ormond Beach, Volusia County",Swimming,0.0,29.2774764,-81.0417589,29.66,-81.22,,1.0,,,,,45.901530978728566
337,2013-11-07,2013.0,11.0,,USA,Florida,"Floridana Beach, Brevard County",Surfing,0.0,27.94577,-80.496461,27.86,-80.45,24.6,2.6,,,,,10.57370005832923
572,2015-10-07,2015.0,10.0,16.0,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,0.0,-32.6036296,115.6310248,-32.2,115.7,18.4,5.7,,,,,45.34638132803379
800,2017-07-22,2017.0,7.0,12.0,USA,Florida,"Snipes Point, Monroe County",Unknown,0.0,24.6982,-81.67398,24.56,-81.81,31.6,2.1,,,,,20.619854084073793
64,2011-07-25,2011.0,7.0,,USA,New Jersey,"Egg Harbor, Atlantic County",Wade Fishing,0.0,39.52873,-74.64794,39.38,-74.42,,3.1,,,,,25.622299648105383
260,2013-04-02,2013.0,4.0,,AUSTRALIA,Western Australia,Perth,Unknown,,-31.943841237,115.860522474,-32.2,115.7,21.5,7.2,,,,,32.250363822023864
266,2013-04-17,2013.0,4.0,10.0,USA,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,0.0,26.5289113,-80.0641707,26.61,-80.03,26.3,3.6,,,,,9.635820357895916
407,2014-08-01,2014.0,8.0,14.0,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,0.0,-34.0999,18.45776,-33.9,18.4,14.7,1.0,,,,,22.85674755659951
518,2015-06-25,2015.0,6.0,,AUSTRALIA,Western Australia,Rottnest Island,Swimming,0.0,-32.007488242,115.520328532,-31.8,115.6,17.6,4.6,0.0,0.0,,,24.266530988795086
534,2015-07-19,2015.0,7.0,,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,0.0,-34.04526,24.92146,-34.3,25.5,,8.2,1.0,2.0,4.0,3.0,60.29205793725462
567,2015-09-26,2015.0,9.0,,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,0.0,-27.683219916,153.390457149,-27.9,153.8,23.0,13.4,4.0,12.0,,,46.94695837603122
653,2016-06-05,2016.0,6.0,8.0,USA,Florida,"Flagler Beach, Flagler County",Swimming,0.0,29.475972,-81.1248531,29.86,-81.27,28.5,9.8,,,,,44.945862020772815
707,2016-10-01,2016.0,10.0,17.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,0.0,29.029722,-80.9237495,28.42,-80.59,29.5,0.5,,,,,75.2043515779445
815,2017-08-27,2017.0,8.0,13.0,USA,Florida,Bathtub Beach,Wading,0.0,27.186389,-80.160408,27.6,-80.2,26.1,,0.5,8.0,,,46.15731974249571
86,2011-09-16,2011.0,9.0,11.0,USA,Florida,New Smyrna Beach,Surfing,0.0,29.029722,-80.9237495,29.2,-80.2,30.0,3.6,0.5,1.0,1.0,3.0,72.81345175407075
385,2014-06-01,2014.0,6.0,,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,0.0,-34.7731,150.8113,-34.9,151.0,,14.9,4.0,10.0,5.0,10.0,22.26459468418874
662,2016-06-25,2016.0,6.0,14.0,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,0.0,34.701134,-76.740173,34.7,-76.7,23.1,2.6,,,,,3.674689870780547
687,2016-08-25,2016.0,8.0,16.0,USA,Florida,"Ponte Vedra, St. Johns County",Wading,0.0,30.094227,-81.405774,29.98,-81.63,30.8,3.1,,,,,25.044220179336577
714,2016-10-21,2016.0,10.0,17.0,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,0.0,20.93667,-156.36056,21.0,-156.4,26.3,,2.0,8.0,1.0,12.0,8.146136956992446
31,2011-05-07,2011.0,5.0,,UNITED ARAB EMIRATES (UAE),Umm al Qaywayan Province,Khor Fakkan,Fishing,,25.5,55.75,25.3,56.6,28.0,1.5,,,,,88.22808166282181
79,2011-08-28,2011.0,8.0,19.0,USA,Texas,"Grass Island, Aransas County",Wade Fishing,0.0,28.05141,-97.15388,28.02,-97.05,32.0,3.1,,,,,10.777138877724731
81,2011-09-02,2011.0,9.0,11.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,29.3,-80.3,30.0,4.6,,,,,67.61130225234778
161,2012-05-29,2012.0,5.0,9.0,MEXICO,Guerrero,"Boca de la Leña, La Unión",Free diving / spearfishing,0.0,18.0049,-101.98163,17.6,-102.2,29.0,6.0,0.5,,1.5,7.0,50.61171200713599
552,2015-08-29,2015.0,8.0,10.0,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,0.0,35.39185,-120.8664,35.2,-120.9,17.4,,0.5,10.0,1.0,14.0,21.549620586694935
104,2011-10-28,2011.0,10.0,,SCOTLAND,Moray,Spey Bay,Surfing,0.0,57.668674919,-3.083374724,57.8,-3.0,11.7,5.7,,,,,15.418611769933102
231,2012-12-02,2012.0,12.0,16.0,AUSTRALIA,New South Wales,Green Island,Spearfishing,0.0,-35.0152,150.7679,-34.6,151.1,,3.1,0.5,1.0,0.5,1.0,55.23428415086648
245,2013-02-09,2013.0,2.0,9.0,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Scuba diving,0.0,-16.5059584,-151.7515183,-16.5,-151.8,29.2,6.2,,,,,5.211137703949706
256,2013-03-21,2013.0,3.0,,BAHAMAS,Eleuthera,Savannah Sound,Fly fishing,0.0,25.08416,-76.13714,25.4,-76.4,24.5,8.0,0.5,2.0,,,43.95860913503084
665,2016-07-06,2016.0,7.0,14.0,USA,Florida,"Melbourne Beach, Brevard County",Swimming,0.0,28.068399,-80.558423,27.86,-80.45,28.6,4.1,,,,,25.50244399392663
89,2011-09-20,2011.0,9.0,15.0,USA,Hawaii,Kauai,Canoeing,0.0,22.04942,-159.53099,21.95,-159.36,27.7,6.7,,,,,20.808372416024984
173,2012-06-18,2012.0,6.0,11.0,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,0.0,33.900049282896,-78.061581994137,34.16,-77.85,,,,,,,34.86652670009532
362,2014-03-21,2014.0,3.0,,USA,Florida,Macarthur State Park,Surfing,0.0,26.6691383,-80.0699431,26.61,-80.03,24.5,6.7,,,,,7.681350567998456
651,2016-06-04,2016.0,6.0,,EGYPT,Suez,Ain Sokhna,Swimming,0.0,29.58902,32.33597,29.7,32.5,27.0,,,,,,20.08910376124939
740,2017-02-11,2017.0,2.0,13.0,USA,Florida,"Melbourne Beach, Brevard County",Swimming,0.0,28.068399,-80.558423,27.86,-80.45,,5.7,,,,,25.50244399392663
787,2017-06-19,2017.0,6.0,,USA,Florida,"Singer Island, Palm Beach County",Surfing,0.0,26.785748,-80.037079,26.61,-80.03,28.2,8.7,,,,,19.5549654105523
184,2012-07-07,2012.0,7.0,8.0,USA,California,"Pleasure Point, Santa Cruz County",Kayaking,0.0,36.963524,-121.964888,36.8,-122.0,12.1,6.0,,,,,18.44930061030877
283,2013-06-18,2013.0,6.0,12.0,USA,Hawaii,Kona Coast State Park,Swimming,0.0,19.7955984,-156.0213084,19.8,-156.1,26.8,5.1,,,,,8.247469121480217
406,2014-07-27,2014.0,7.0,,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,0.0,33.8924012,-78.5032644,33.83,-78.48,,,1.0,5.0,,,7.263615097764662
536,2015-07-23,2015.0,7.0,,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,0.0,-38.218595687,141.796191537,-38.3,141.6,12.2,6.2,,,,,19.37442274251533
162,2012-05-31,2012.0,5.0,13.0,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Wading,0.0,35.56685,-75.46849,35.8,-75.55,24.3,10.3,,,,,26.95013075008283
178,2012-06-26,2012.0,6.0,9.0,USA,Hawaii,"Kahana Beach, Maui",Sitting in the water,0.0,20.9448962,-156.6921331,20.9,-156.47,24.6,4.1,,,,,23.605433632373572
322,2013-09-25,2013.0,9.0,10.0,USA,Florida,"Panama City, Bay County",Standing,0.0,30.1852107,-85.7308328,30.15,-85.67,28.5,1.0,,,,,7.037757947293088
516,2015-06-24,2015.0,6.0,11.0,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing,0.0,-28.63373,153.60035,-29.2,154.0,17.0,5.1,1.0,3.0,1.0,3.0,74.01247273582693
579,2015-10-17,2015.0,10.0,11.0,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,0.0,21.3930763,-157.7157575,21.4,-157.7,27.6,,1.5,9.0,1.5,11.0,1.8039305068935185
680,2016-07-26,2016.0,7.0,12.0,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,0.0,-28.837749,153.604367,-28.9,153.9,23.1,11.3,,,,,29.60821546356028
698,2016-09-11,2016.0,9.0,15.0,USA,Florida,"Ponte Vedra, St. Johns County",Wading,0.0,30.094227,-81.405774,29.98,-81.63,29.4,1.0,,,,,25.044220179336577
15,2011-02-18,2011.0,2.0,18.0,REUNION,Saint Gilles,Trois-Roches,Surfing,0.0,-21.05203,55.22571,-20.7,55.9,28.4,8.2,,,,,80.24979957262123
210,2012-09-10,2012.0,9.0,,TONGA,Vava'u,Eueiki Island,Swimming,0.0,-18.76685,-174.01902,-19.4,-174.6,26.3,3.6,,,,,93.18732690554764
269,2013-04-28,2013.0,4.0,,AUSTRALIA,New South Wales,Emerald Beach,Fishing,0.0,-30.169989952,153.185134141,-30.6,153.4,26.0,7.7,1.0,4.0,1.0,4.0,52.0678248277046
549,2015-08-22,2015.0,8.0,17.0,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,0.0,-33.280744,151.574377,-33.7,151.6,20.5,11.3,1.5,7.0,1.5,7.0,46.679727892471
708,2016-10-02,2016.0,10.0,11.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,29.8,1.5,,,,,75.2043515779445
24,2011-04-08,2011.0,4.0,,FIJI,Vitu Levu,"Malake Island, Ra Province",Diving,0.0,-17.32225,178.14352,-16.76,177.43,29.4,,,,,,98.29965062635125
34,2011-05-13,2011.0,5.0,15.0,USA,Florida,"Ponte Vedra Beach, St Johns County",Body surfing,0.0,30.242809,-81.382818,30.4,-81.43,24.5,2.2,,,,,18.056031840480678
103,2011-10-22,2011.0,10.0,13.0,AUSTRALIA,Western Australia,Rottnest Island,Diving,1.0,-32.007488242,115.520328532,-32.0,115.55,20.2,,,,,,2.9191417846469467
177,2012-06-22,2012.0,6.0,16.0,USA,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swimming,0.0,27.186903,-80.160736,27.6,-80.2,27.2,,1.0,5.0,0.5,11.0,46.09763591745797
277,2013-06-06,2013.0,6.0,16.0,AUSTRALIA,New South Wales,Target Beach,Surfing,0.0,-35.07123,150.783,-34.9,150.9,,10.3,1.5,10.0,2.5,12.0,21.82042901087028
454,2014-11-17,2014.0,11.0,,USA,California,"Franklin Point, San Mateo County",Unknown,0.0,37.14967,-122.36053,36.8,-122.5,15.3,4.0,1.5,11.0,1.5,11.0,40.80784270947125
660,2016-06-21,2016.0,6.0,15.0,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,0.0,33.8074384,-78.7152584,33.8,-78.5,25.9,12.0,,,,,19.906500637490694
719,2016-11-28,2016.0,11.0,11.0,AUSTRALIA,Victoria,Queenscliff,Fishing,0.0,-38.267488026,144.656118018,-38.4,144.6,16.3,8.7,,,,,15.526414565769018
748,2017-03-18,2017.0,3.0,14.0,USA,California,Monterey Bay,Kayaking,0.0,36.79996,-121.90107,36.8,-122.0,13.2,,,,,,8.80847358715863
3,2011-01-03,2011.0,1.0,12.0,AUSTRALIA,Western Australia,Busselton,Fishing,0.0,-33.649024902,115.349555243,-34.2,114.7,21.0,10.8,1.5,3.0,1.0,4.0,85.70472597805639
29,2011-04-26,2011.0,4.0,,USA,Florida,"Riviera Beach, Palm Beach County",Spearfishing,0.0,26.7834459,-80.0547546,26.61,-80.03,27.2,,,,,,19.442482742464357
143,2012-03-06,2012.0,3.0,11.0,AUSTRALIA,Victoria,"Shipwreck Cove, Melbourne Aquarium","Diving, feeding sharks",0.0,-37.8206249,144.9582204,-37.8,144.9,,8.2,,,,,5.605252729875621
191,2012-07-30,2012.0,7.0,15.0,USA,Massachusetts,"Ballston Beach, Truro, Cape Cod",Body surfing,0.0,42.0007801,-70.0204591,41.58,-70.53,,1.0,,,,,63.03722297141491
247,2013-02-21,2013.0,2.0,18.0,USA,Hawaii,"Paia Bay, Maui",Surfing,0.0,20.91697,-156.38332,20.9,-156.47,22.9,6.2,,,,,9.199328818621598
517,2015-06-24,2015.0,6.0,12.0,USA,North Carolina,Surf City,Swimming,0.0,34.425619,-77.546911,34.21,-77.79,27.7,8.7,,,,,32.76033846085256
575,2015-10-09,2015.0,10.0,16.0,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,0.0,32.154981068326,-80.738012717321,32.04,-80.9,23.8,3.1,,,,,19.907280163989014
715,2016-10-24,2016.0,10.0,7.0,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,0.0,-28.714981,153.61455,-29.0,153.8,,5.7,1.0,4.0,2.5,10.0,36.47748727715395
797,2017-07-20,2017.0,7.0,,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,,32.215401,-80.747563,32.04,-80.9,29.7,1.5,,,,,24.216706053082053
236,2012-12-30,2012.0,12.0,12.0,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,Surfing,0.0,-34.042395415736,150.823057559702,-34.3,151.5,20.3,7.7,,,,,68.54924309213075
431,2014-09-12,2014.0,9.0,,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Feeding fish,0.0,-17.49291,-149.89705,-17.4,-149.8,27.7,2.1,,,,,14.584937727347208
781,2017-06-10,2017.0,6.0,15.0,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,0.0,-38.454765047,144.987693038,-38.3,144.9,13.6,6.2,,,,,18.83049485432161
38,2011-05-25,2011.0,5.0,13.0,USA,Hawaii,"Lyman Beach, Kailua-Kona",Surfing,0.0,19.647367,-155.99301,20.04,-155.83,27.2,8.1,,,,,46.86987431944518
222,2012-10-27,2012.0,10.0,15.0,USA,Hawaii,"Makena Landing, Maui",Swimming,0.0,20.6539039,-156.4411031,20.9,-156.47,26.4,4.1,,,,,27.529096578783037
289,2013-07-07,2013.0,7.0,,SPAIN,Catalonia,"Sant Marti d’Empuries Beach, L’Escala",Swimming,,42.1399046,3.1180566,41.7,3.4,,4.1,0.5,1.0,,,54.19279457551608
2,2010-03-10,2011.0,3.0,,EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,Unknown,,27.9158248,34.3262398,27.6,33.9,20.0,7.7,1.0,4.0,1.0,3.0,54.70261661252364
7,2011-01-26,2011.0,1.0,15.0,BAHAMAS,West End,Tiger Beach,Scuba diving,0.0,26.68711,-78.97702,26.7,-79.0,,5.1,,,,,2.695575019533914
146,2012-03-15,2012.0,3.0,15.0,USA,Florida,"Jensen Beach, Martin County",Surfing,0.0,27.2444691,-80.2252736,27.6,-80.2,23.8,,1.5,6.0,0.5,11.0,39.61191726647019
149,2012-03-24,2012.0,3.0,14.0,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,0.0,29.029722,-80.9237495,28.42,-80.59,25.0,4.6,,,,,75.2043515779445
186,2012-07-14,2012.0,7.0,9.0,AUSTRALIA,Western Australia,Off Wedge Island,Surfing,1.0,-30.82099929,115.206025539,-30.45,114.53,21.3,,,,,,76.71473460907507
214,2012-10-02,2012.0,10.0,12.0,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Bodyboarding,0.0,-31.7789,115.7326,-31.9,115.6,16.7,7.7,0.5,4.0,0.5,3.0,18.390838643041853
306,2013-08-18,2013.0,8.0,13.0,USA,Hawaii,Pohoiki,Surfing,0.0,19.45797,-154.84371,19.73,-155.06,26.2,4.1,,,,,37.793327816291644
411,2014-08-06,2014.0,8.0,14.0,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,0.0,32.655954,-79.941069,32.68,-79.89,,3.6,,,,,5.477298973147352
663,2016-06-27,2016.0,6.0,16.0,USA,South Carolina,Sullivan's Island,Unknown,0.0,32.762889,-79.83623,32.78,-79.92,28.7,4.1,,,,,8.060025751003504
761,2017-04-14,2017.0,4.0,9.0,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,0.0,21.9642,-159.7089,21.95,-159.36,27.1,0.5,,,,,36.01648929759612
157,2012-05-12,2012.0,5.0,14.0,USA,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Kayaking / Fishing,0.0,35.5838357,-121.1214314,35.2,-120.9,12.1,,1.0,10.0,1.0,12.0,47.16487527602693
304,2013-08-14,2013.0,8.0,16.0,USA,Hawaii,"Makenat, Maui",Snorkeling,1.0,20.6558129,-156.4382664,20.9,-156.47,26.6,6.7,,,,,27.35210328880239
471,2015-01-19,2015.0,1.0,,USA,Florida,Off Panama City,Fishing,0.0,30.1852107,-85.7308328,30.15,-85.67,15.9,1.0,,,,,7.037757947293088
528,2015-07-02,2015.0,7.0,9.0,AUSTRALIA,New South Wales,East Ballina,Body boarding,0.0,-28.861975125,153.585770216,-28.9,153.8,25.4,9.8,0.5,2.0,1.0,4.0,21.282748733457964
621,2016-03-04,2016.0,3.0,,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Unknown,0.0,26.79372,-80.03288,26.82,-79.85,25.2,,,,,,18.383692122578005
720,2016-12-01,2016.0,12.0,9.0,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,0.0,-32.2485946,152.5377067,-32.6,152.8,23.4,15.4,1.5,12.0,1.5,12.0,46.18335746551496
253,2013-03-12,2013.0,3.0,9.0,JAMAICA,St. Catherine,Pillikin Red Light area,Spearfishing,1.0,18.0041868,-76.9726131,18.7,-77.4,,6.2,0.5,6.0,,,89.55901061387036
280,2013-06-15,2013.0,6.0,,USA,Florida,"Atlantic Beach, Duval County",Surfing,0.0,30.3336079,-81.397624,30.4,-81.43,,4.3,,,,,8.009314494486025
424,2014-08-29,2014.0,8.0,16.0,USA,Florida,"Atlantic Beach, Duval County",Unknown,,30.3336079,-81.397624,30.38,-81.45,,,,,,,7.201815219110428
627,2016-03-30,2016.0,3.0,19.0,AUSTRALIA,New South Wales,Bombo Beach,Surfing,0.0,-34.659007,150.854459,-34.2,151.6,24.0,3.6,0.5,3.0,0.5,3.0,85.32590570061392
716,2016-10-29,2016.0,10.0,,USA,Florida,Mayport Naval Station  Duval County,Surfing,0.0,30.394745,-81.410855,30.4,-81.43,23.8,6.2,,,,,1.9269281997407517
727,2016-12-27,2016.0,12.0,17.0,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,0.0,27.5385001,-80.3158739,27.6,-80.2,22.9,,1.5,6.0,,,13.312309679931571
788,2017-06-21,2017.0,6.0,,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,0.0,32.137155763331,-80.764188065346,32.04,-80.9,28.3,4.1,,,,,16.74543501335559
241,2013-01-21,2013.0,1.0,,AUSTRALIA,Queensland,Bullcock Beach,Dragging stranded shark into deeper water,,-26.8067549,153.1317768,-26.9,153.1,27.2,5.7,,,,,10.83703371006443
623,2016-03-11,2016.0,3.0,13.0,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,0.0,27.638883,-80.38908,27.6,-80.2,23.1,,1.0,5.0,1.0,12.0,19.124070561049294
775,2017-05-27,2017.0,5.0,,AUSTRALIA,New South Wales,Evans Head,Fishing,0.0,-29.112681283,153.42919478,-29.2,153.9,27.0,8.2,1.0,5.0,1.5,6.0,46.73761138507829
67,2011-08-15,2011.0,8.0,,USA,South Carolina,"Myrtle Beach, Horry County",Playing in the surf,0.0,33.68785,-78.883852,33.66,-78.92,28.6,2.1,,,,,4.558436898434041
83,2011-09-04,2011.0,9.0,13.0,USA,Hawaii,"Nimitz State Beach, Oahu",Surfing,0.0,21.439542579,-157.94363193,21.43,-157.79,27.9,5.1,,,,,15.936913125220954
107,2011-11-11,2011.0,11.0,,REUNION,Bois-Blanc,Sainte-Rose,Free diving / spearfishing,0.0,-21.127674183,55.793279252,-20.6,55.3,25.5,9.3,2.0,9.0,1.5,10.0,77.90790003056954
293,2013-07-19,2013.0,7.0,14.0,USA,Alabama,"Gulf Shores, Baldwin County",Walking in surf,0.0,30.272469,-87.68743,30.28,-87.56,,1.0,,,,,12.265545846864958
323,2013-09-29,2013.0,9.0,10.0,USA,Florida,"Melbourne Beach, Brevard County",Surfing,0.0,28.068399,-80.558423,27.86,-80.45,27.6,7.2,,,,,25.50244399392663
96,2011-10-02,2011.0,10.0,,USA,Florida,"Santa Maria Island, Manatee County",Wade fishing,0.0,27.462166597969,-82.660453417369,27.54,-82.74,,6.7,,,,,11.681555462097839
343,2013-11-29,2013.0,11.0,13.0,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,0.0,20.703902,-156.4461356,20.9,-156.47,25.4,1.5,,,,,21.945785273358496
410,2014-08-05,2014.0,8.0,,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,0.0,28.320224,-80.608867,28.42,-80.59,29.4,5.7,,,,,11.247121209982557
812,2017-08-23,2017.0,8.0,10.0,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,0.0,41.8910875,-69.96351,41.8,-70.3,21.0,,0.0,,,,29.65610715011032
615,2016-02-10,2016.0,2.0,,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,,19.3147026,-81.1839617,19.2,-80.6,26.3,12.3,1.0,3.0,1.5,5.0,62.61318573885227
679,2016-07-24,2016.0,7.0,19.0,JAPAN,Kochi Prefecture,Irino Beach,Surfing,0.0,33.02381552,133.01005311,33.1,134.0,,5.1,,,,,92.64148828540908
174,2012-06-19,2012.0,6.0,,USA,South Carolina,"Myrtle Beach, Horry County",Standing,,33.68785,-78.883852,33.66,-78.92,27.0,3.1,,,,,4.558436898434041
228,2012-11-27,2012.0,11.0,14.0,AUSTRALIA,Queensland,Mooloolaba,Unknown,,-26.680701789,153.117173326,-26.8,153.1,,,,,,,13.37454657511444
420,2014-08-27,2014.0,8.0,,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,0.0,34.27073,-77.74276,34.21,-77.79,27.8,5.1,,,,,8.028591057061472
526,2015-06-30,2015.0,6.0,18.0,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,0.0,32.7875771,-79.7870676,32.78,-79.92,29.2,3.1,,,,,12.455570725467512
629,2016-04-07,2016.0,4.0,,USA,Florida,"Florida Keys, Monroe County",Fishing,0.0,24.66709,-81.58314,24.56,-81.81,26.6,3.6,,,,,25.840854408547262
30,2011-05-04,2011.0,5.0,,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,Spearfishing,0.0,-30.9820203,30.2705772,-31.5,30.3,,4.6,0.5,2.0,2.0,10.0,57.66469021027481
331,2013-10-23,2013.0,10.0,15.0,USA,Hawaii,"Waiehu, Maui",Diving,0.0,20.919034,-156.494665,20.9,-156.47,27.7,6.2,,,,,3.3231649197551283
587,2015-11-03,2015.0,11.0,11.0,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,0.0,19.39356,-154.9301,19.73,-155.06,26.8,2.1,,,,,39.809420531130776
736,2017-01-24,2017.0,1.0,13.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,0.0,-8.1147257,-34.8917377,-7.6,-34.4,28.0,10.8,1.5,,,,78.80177283326536
779,2017-06-04,2017.0,6.0,,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,0.0,25.135663737474,-81.519588715928,25.35,-81.1,29.4,,,,,,48.46579184328419
52,2011-06-28,2011.0,6.0,12.0,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Scuba diving,0.0,-30.26041,30.82509,-30.4,30.7,25.0,7.7,1.0,3.0,1.5,4.0,19.62290505262404
75,2011-08-24,2011.0,8.0,15.0,USA,North Carolina,Holden Beach. Brunswick County,Unknown,0.0,33.915334,-78.264155,33.8,-78.5,,8.0,,,,,25.273266587715856
76,2011-08-24,2011.0,8.0,,USA,North Carolina,"Buxton Beach, Dare County",Surfing,0.0,35.26889,-75.539467,35.21,-75.7,26.4,2.1,,,,,15.982401023619554
160,2012-05-23,2012.0,5.0,15.0,USA,Florida,"Jacksonville, Duval County",Surfing,0.0,30.325968,-81.65676,30.4,-81.43,,2.7,,,,,23.261485200845883
237,2012-12-31,2012.0,12.0,14.0,USA,Florida,"Jensen Beach, Martin County",Swimming,0.0,27.2444691,-80.2252736,27.6,-80.2,22.6,,1.5,6.0,0.5,11.0,39.61191726647019
275,2013-05-27,2013.0,5.0,,USA,Hawaii,"Halewia, Oahu",Diving,0.0,21.592989,-158.10343,21.7,-158.1,25.4,,1.5,8.0,0.5,11.0,11.904378519257786
451,2014-11-10,2014.0,11.0,6.0,AUSTRALIA,New South Wales,Moonee Beach,Surfing,0.0,-30.208476167,153.1531743,-30.7,154.0,25.4,10.3,2.0,8.0,2.0,8.0,97.85648798303474
465,2015-01-01,2015.0,1.0,,USA,Florida,"Windsor Beach, Indian River County",Unknown,0.0,27.788649831934,-80.41580966394,27.86,-80.45,,6.7,,,,,8.616826507691558
778,2017-06-02,2017.0,6.0,12.0,BAHAMAS,New Providence,Athol Island,Snorkeling,0.0,25.08333,-77.26667,25.1,-77.3,25.4,11.8,1.0,10.0,,,3.834220665223694
